NO_MUNICIPIO;Extrativa Mineral;Prod. Mineral Não Metálico;Indústria Metalúrgica;Indústria Mecânica;Elétrico e Comunic;Material de Transporte;Madeira e Mobiliário;Papel e Gráf;Borracha. Fumo. Couros;Indústria Química;Indústria Têxtil;Indústria Calçados;Alimentos e Bebidas;Serviço Utilidade Pública;Construção Civil;Comércio Varejista;Comércio Atacadista;Instituição Financeira;Adm Técnica Profissional;Transporte e Comunicações;Aloj Comunic;Médicos Odontológicos Vet;Ensino;Administração Pública;Agricultura;Outros. ignorados;Total
MT-PONTES E LACERDA;5079.1219121448;1943.4768452379;2241.9470370371;1911.4609374999;2923.065862069;2476.1917647058;1985.9084615382;1821.6555555556;2192.8835714289;0;1448.3010958903;0;2830.853943509;3003.8179661021;2802.0852401747;2335.7197864662;4138.9882997763;17872.8672115414;1940.292433414;3341.0484492481;1726.5694604317;1984.1971776156;1728.7382828284;5202.2386171311;2730.0932222222;0;2980.9375814397
MT-PORTO ALEGRE DO NORTE;0;1443.2945454545;1266.8000000001;2009.8000000003;0;0;0;0;0;0;0;0;2375.2766666669;2131.0662500002;2502.8620689657;2000.7585355648;9676.3230263164;25485.9705555538;2293.2165384614;9853.4391666675;2227.8141818183;1144.3100000002;1878.0140000001;4817.5693628809;3208.626519337;0;4079.432031348
MT-PORTO DOS GAUCHOS;1437.1000000003;2023.0399999991;1660;0;0;0;2496.8135897435;0;0;0;0;0;2216.3836986302;1382.5162499999;6240.5916129039;1598.6038174273;3979.139541285;28343.6342105265;3625.2535185181;2784.75;1328.8225925925;1413.4900000002;984.6516666667;4225.8556217616;3160.3472261371;0;3316.8105183037
MT-PORTO ESPERIDIAO;2556.0739215686;1905.5700000003;0;409.0187499999;0;0;0;0;0;0;0;0;1473.5780000001;2292.1290909091;8991.6406382978;1663.3468899521;1593.2542307691;12021.9909999983;1345.10975;2423.8814999999;1250.0764705882;986.7063636362;1241.784;3791.6481944443;2839.9941585233;0;2984.9177424568
MT-PORTO ESTRELA;3021.8841176471;0;0;0;0;0;3500;0;0;0;0;0;0;0;1284.8000000008;1700.323829787;1345.4600000002;2794.7350000013;68.1980952381;4075.0349999983;1401.3949999996;0;0;3567.5074285713;2698.5145771145;0;2863.8966666666
MT-POXOREO;1002.985479452;1717.8579411764;1645.6449999996;1081.6799999997;0;0;0;0;0;139.6544444445;0;0;1702.2795238094;7997.5749999993;2725.8344285714;1873.1931196581;1488.4417647059;17649.554827584;1983.024680851;2441.1415789473;1797.3931707318;2009.4399999997;1770.2647058825;3321.7173252687;2600.2613522925;0;2701.4166348163
MT-PRIMAVERA DO LESTE;2326.0375862069;2050.8238840579;2355.2224354244;2432.8688659795;3364.823636364;2440.485140187;2056.2495172414;2443.6505208334;2035.0082926831;4513.2954754098;2754.6790661479;0;2597.8513624809;4074.9012121211;2497.7042714126;2458.4785853342;6328.8113100235;16462.7998645616;2163.1045967003;2722.4893779233;1327.8363840514;2162.5331498829;2355.2473649539;5242.2077350082;3412.3812873663;5381.9993333325;3291.0138948532
MT-QUERENCIA;0;1620.9218367346;2071.221076923;3098.9556140351;1828.846666667;0;1440.944375;1158.9016666667;1864.0520000003;6270.4105660374;1702.5739999998;0;8144.3188888885;0;2162.4426933332;2106.3346472392;5791.7783756904;9592.9149315066;3225.92734375;2766.6220238096;366.9595652174;2127.5368224299;1955.2802970295;6187.4560215055;3368.7740788476;0;3209.9133018067
MT-SAO JOSE DOS QUATRO MARCOS;4915.1822222221;1346.4622222222;1715.6400000001;1530.8942857144;0;0;2733.1242424239;2378.5842857137;0;1243.2899999991;0;0;2026.3535169493;0;2557.1248888892;1973.6480839162;1748.6838518518;5782.2257446812;1610.0052881356;1875.4005660377;1534.1786956521;1672.7002173913;2103.1870000001;4416.7177033492;2242.476593807;0;2445.3691864628
MT-RESERVA DO CABACAL;0;0;0;0;0;0;2518.3814814819;0;0;0;0;0;0;1695;0;1581.8985294117;1212;4205.2155555565;1235.5700000003;5775.9849999994;1485.6133333333;0;0;2792.629558233;1916.7088571427;0;2602.8418232045
MT-RIBEIRAO CASCALHEIRA;1379.6228571428;0;1496.4116666669;2233.3299999982;0;2239.4249999998;0;0;0;0;0;0;2179.5926315789;0;1650.03;2168.6288346885;1983.3369491526;13017.2177777793;1647.8380701755;1658.3087951806;1498.8378571429;1440.4549999999;1514.5192307692;3372.6352959501;2715.8224613555;0;2610.684681182
MT-RIBEIRAOZINHO;0;0;0;0;0;0;0;0;0;0;0;0;2164.9662500001;25202.4330769217;0;1639.2842857143;0;23822.0760000005;1614.3368421051;4464.1700000018;1392.2250000001;1569.6300000008;0;3212.8352469136;2550.4280808082;0;3667.3300795756
MT-RIO BRANCO;2925.3000000008;0;1940.7333333334;0;0;0;1601.2525581394;0;0;0;0;0;1349.2639999997;0;0;1623.3974390244;0;9385.5488888931;1652.5713793105;1832.338888889;1287.7441666668;1635.7314285713;1406;3533.028496732;2214.0542201835;0;2731.246469761
MT-SANTA CARMEM;0;1629.5633333332;0;0;0;0;1949.6595683452;0;1608.7675000001;1312;0;0;1685.276875;1873.7649999997;2516.9305797102;5390.7994642848;2917.7376699031;9743.8241666652;2091.9209523809;2367.4015517242;1072.6878787877;1082.9350000001;1307.1099999994;3372.7730833333;2657.1614814815;0;2899.928760545
MT-SANTO AFONSO;0;0;0;0;0;0;0;0;0;0;0;0;2212.2816666666;0;12903.3333333333;1509.7273913044;0;4390.4199999981;1311.3449999997;2555.1449999996;2668.3419999994;0;0;4012.2653881278;2608.6689684814;0;3689.778819242
MT-SAO JOSE DO POVO;0;0;0;1919.5566666663;0;0;0;0;0;0;0;0;0;0;0;1284.0836842105;0;3907.7675000005;1757.6050000005;1619.3699999992;1386.0825;0;0;2039.4958986176;2145.5112087913;0;2019.9771142858
MT-SAO JOSE DO RIO CLARO;0;6583.0549999997;1932.9922727275;3640.5779999994;0;0;2274.0369491526;1577.9271428569;0;3106.4248;0;0;182.2584210526;3229.41827957;2224.1263157898;2141.6386165413;2543.0724096385;12646.7597499985;2559.9969841271;2212.6298802394;1719.216509434;2620.8838571429;1821.6488888889;4804.7172834647;3847.8590673212;0;3339.1000127097
MT-SAO JOSE DO XINGU;0;0;1981.0733333329;0;0;0;1326.5966666673;0;0;0;0;0;456.96;0;4667.5179999997;2776.9913076925;3052.7154166665;6298.9171428574;1771.8905555552;2912.2175000003;2028.5669565218;1245.6699999999;0;3300.9545187167;2990.0263600629;0;3019.7528313892
MT-SAO PEDRO DA CIPA;0;1422.0350000002;1227.3900000006;0;0;0;0;0;0;0;0;0;1381.6399999992;0;1237.2028571423;1276.7788679246;2036.1300000001;2017.1500000004;1476;2249.0855555559;1193.4266666664;755.8849999998;0;3064.3561946901;2002.4136734695;0;2493.2904663211
MT-RONDOLANDIA;0;0;0;0;0;0;2107.0187654321;0;0;0;0;0;0;0;4094.5209999992;1436.3369230771;0;5059.6499999985;3261.7335714281;0;2274.0985714284;1333.1999999993;0;2380.1353984575;2213.004398827;0;2304.9966919431
MT-RONDONOPOLIS;2542.6744827585;1916.6710367894;1969.7486751361;1975.142402659;2799.4571111112;2186.6692727273;1587.6822916666;1833.4450000001;2200.5061386139;4425.6338204707;1920.2197284345;2062.5400000005;3150.606578676;4167.335462185;2549.5627444977;2340.1025909694;4358.9662826686;15528.3244232699;2666.74907475;3107.816804725;1810.6176425066;2281.1644280443;4086.4468648649;5433.3159080691;4291.8661085714;15226.1974999979;3134.857922776
MT-ROSARIO OESTE;2811.3827488151;1762.3755555557;1234.4399999995;0;0;0;1292;0;0;3476.275967742;1920;0;1408.845714286;1565.3257142859;1802.9264285715;1827.2681349206;1339.0969999999;7443.8899999993;2397.269755102;1952.725;2914.6401369861;1379.766923077;606;4036.9383693047;2418.7864102564;0;2733.5457665904
MT-SANTA CRUZ DO XINGU;0;0;0;0;0;0;0;0;0;0;0;0;0;1245.6699999999;0;1673.2178048781;1956.4145000001;5334.4366666668;1065.031875;2587.4600000001;1224.8888888889;1138.4157142859;0;3663.8463586957;2462.3022051281;0;2675.758243626
MT-SALTO DO CEU;0;0;1531.2663636363;0;0;0;1245.6699999999;0;0;0;0;0;2165.0800000001;0;1409.8236363638;1660.5208333333;1224.1666666667;3060.7534999997;1471.4100000002;1533.7628571428;1305.945;1299.7442857144;0;2589.040037453;2921.4954802261;0;2428.6663621794
MT-SANTA RITA DO TRIVELATO;1235.5700000003;744.6100000003;1340.4650000008;0;0;0;1434.2;0;0;0;0;0;0;2207.2349999994;8970.9199999984;4597.8446913579;3791.3276190477;11087.3724999994;1639.1522222219;3123.6766666658;1684.9045454547;0;0;3984.7639298245;3182.6010450161;0;3415.4808360302
MT-SANTA TEREZINHA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3103.0333333332;1688.9263333332;0;17600.3099999931;1175.9750000003;2720.1371428578;1665.6840000002;1527.5599999996;0;2964.0334707904;3069.9681533101;0;2928.1567438495
MT-SANTO ANTONIO DO LESTE;0;0;1527.6153846152;2378.75;0;1500;0;0;0;0;0;0;0;3030.9850000002;1619.5781818185;1640.2366071427;2012.4572727267;9582.103333336;1764.6219999999;2215.7959420291;2065.0418421051;0;1418.4550000001;4484.6202553191;3408.0911219879;0;3402.0324986119
MT-SANTO ANTONIO DO LEVERGER;4513.9844339621;1799.9727272728;1437.1766666671;0;0;1977.7766666663;0;0;0;0;0;0;1828.5339166666;4021.6448484847;3371.6597500002;1526.25824;1554.8324;9189.0635483867;4231.2016279068;3724.6458823545;1802.9710084033;13799.4811363636;1357.8757142858;3737.1112217194;2494.690982801;0;2953.9291208791
MT-SAO FELIX DO ARAGUAIA;1583.6950000003;1808.9816666666;1212;1325;0;0;0;0;0;0;0;0;600.7933333335;0;1280.1249999999;1807.7451440329;6826.9008571422;18249.356799996;2290.0571794871;3785.3340243907;1317.9814285714;3386.797164179;1373.2699999999;4661.4807118645;3682.4694457014;0;3897.564171237
MT-SAPEZAL;1765.9066666666;2300.1917391304;2077.7096899224;2014.1429464285;1545.4499999999;0;1663.8342857141;2048.5738461541;2733.1875000002;1334;1507.7762264151;0;1413.3938541667;4170.4601418437;1568.2314803625;2376.9738646395;6022.6454581668;11586.3257971024;2992.3482743364;2482.7614618643;1558.120373444;2170.8327804877;1990.6457407407;5358.3963419294;3829.8323102357;0;3524.8736296018
MT-SERRA NOVA DOURADA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1100.3699999998;0;0;0;397.1428571429;1245.6699999999;0;0;2497.3319999993;3947.3294059402;0;3429.2261788614
MT-SINOP;3613.0043956043;2634.1341824645;2605.7322064777;3659.2519358974;2076.6364285714;2243.199461078;2394.1820731708;1963.3147407408;2510.4019257541;5953.3752653483;1496.8039080459;0;2642.2465634035;5445.3627586204;3234.0013147751;2742.9045458648;4689.4158584808;10738.0110638299;2833.0902354672;4581.0220414712;2455.3981177344;2366.4444980443;2608.6051343938;5568.4647182217;2851.5632155658;17649.2625925938;3358.3241189104
MT-SORRISO;4567.5317647052;2542.0048127753;2054.6315306122;2411.1840434783;2148.816666667;2620.8918518517;1952.5443410852;1716.0229629631;2111.2355932203;5193.6182310469;2660.5225882352;0;2570.2975517662;2907.6459999998;2784.9781638847;2671.9514555126;5902.5821702891;18106.6404228347;3061.8247609358;2934.9907769975;3734.2197394495;2904.8606441391;3182.2059371494;7188.1717202571;2995.8075114291;34551.450000003;3634.4713572292
MT-TABAPORA;0;1042.9560000002;1486.7788888889;1694;0;0;1989.9068711656;0;0;0;6118.1099999994;0;347.86;0;4514.8175000008;1806.4082181818;3962.7063888887;10334.9515789474;1932.2266666667;2680.466590909;1126.0669444445;1270.5171428572;1160.5260000002;4642.0274715261;3012.1063511749;0;3069.232413793
MT-TANGARA DA SERRA;4822.4136526948;2697.3962542955;2040.051025641;2015.0112060302;1602.2942553193;2495.1247058824;2091.8579000001;1955.0594339624;2783.3369841269;2011.1551851851;1203.7786;0;2596.567997766;4234.2239716311;2824.1988831615;2224.1264061875;3976.0475196009;18769.6172222231;2329.1460025381;2154.1054036872;3781.2064414843;1997.8537934028;2328.8724861111;5168.0725256455;3027.5092939937;7892.7657142867;3230.7569674842
MT-TAPURAH;2944.7133333335;3700.6457142853;1444.3307692307;1949.1943243243;1489.8700000006;1203.9199999999;2403.3827819551;1245.6699999999;1293.326;1313.2400000002;1565.0477777782;0;2285.9588235291;0;1922.4023076924;2145.3924692875;6019.4044129551;12200.828913041;3703.8682876716;2232.8028846153;1860.0388135593;1515.0796774194;1935.501698113;4312.2483030301;2834.2452996175;0;2984.0667723735
MT-TERRA NOVA DO NORTE;4061.52292683;1250.1985714287;1444.6400000002;4857.1812499999;0;0;1908.9333333334;3184.413333334;0;2113.7413333336;0;0;3320.3353333334;0;1864.6099999996;2061.6297142857;3245.1246808512;10623.1585714297;1889.5485333334;2625.0705555551;1382.5012121212;1822.0520000002;1357.2000000002;3683.2845986984;5528.1705428571;0;3461.705972732
MT-TESOURO;0;0;0;0;0;0;0;0;0;0;0;0;1672.9299999997;0;2046.5899999999;1438.2399999998;1234.4466666666;18367.6399999941;1167.2749999994;2454.6255555561;0;0;0;2836.4353719011;2492.6119912473;0;2645.8112732919
MT-TORIXOREU;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2424;1553.8457142856;0;20994.2899999991;1534.0450000004;1728.2237500002;1134.9766666669;1785.0566666665;1474.2959999997;2445.9791549295;2338.2776401868;0;2513.8871113989
MT-UNIAO DO SUL;0;0;0;0;0;0;1718.8503030304;0;0;0;0;0;1348.1425000001;1743.9700000007;1398.1400000001;2032.5111111111;0;5305.4572727265;1468.1099999999;2723.1792727273;1435.1619999999;1498.46;1230.5149999997;2909.8232567049;2789.0551775701;0;2620.2586106033
MT-VALE DE SAO DOMINGOS;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1428;1636.0935897437;0;11980.2175000058;1212;1015.8849999998;903;0;0;3245.0891416309;2142.0575949367;0;2992.213918919
MT-VARZEA GRANDE;1693.6500000001;2180.5562715765;2625.4507017544;2012.1873318385;1626.7790909094;2093.764903846;2717.6052777779;1754.11375;2538.6250572082;2265.9398480243;1484.6062121212;0;3120.4280403662;2991.4898818897;2681.0471965579;2578.0931366048;2701.2458995816;15627.4388397789;2175.2553318364;3289.7742784525;1971.870327991;1991.8501414581;3765.6682725274;4166.1898323354;2296.4014285715;4866.2920338978;2940.1808471265
